DBInstanceIdentifier	DBInstanceClass	Engine	DBInstanceStatus	MasterUsername	DBName	AllocatedStorage	InstanceCreateTime	PreferredBackupWindow	BackupRetentionPeriod	DBSecurityGroups	VpcSecurityGroups	DBParameterGroups	AvailabilityZone	PreferredMaintenanceWindow	MultiAZ	EngineVersion	AutoMinorVersionUpgrade	ReadReplicaDBInstanceIdentifiers	LicenseModel	OptionGroupMemberships	PubliclyAccessible	StorageType	DbInstancePort	DBClusterIdentifier	StorageEncrypted	KmsKeyId	DbiResourceId	CACertificateIdentifier	DomainMemberships	CopyTagsToSnapshot	MonitoringInterval	EnhancedMonitoringResourceArn	MonitoringRoleArn	PromotionTier	DBInstanceArn	IAMDatabaseAuthenticationEnabled	PerformanceInsightsEnabled	PerformanceInsightsKMSKeyId	PerformanceInsightsRetentionPeriod	EnabledCloudwatchLogsExports	DeletionProtection	AssociatedRoles	TagList	CustomerOwnedIpEnabled	BackupTarget	Endpoint.Address	Endpoint.Port	Endpoint.HostedZoneId	DBSubnetGroup.DBSubnetGroupName	DBSubnetGroup.DBSubnetGroupDescription	DBSubnetGroup.VpcId	DBSubnetGroup.SubnetGroupStatus	DBSubnetGroup.Subnets	LatestRestorableTime	SecondaryAvailabilityZone	MaxAllocatedStorage	ActivityStreamStatus	ReadReplicaSourceDBInstanceIdentifier	StatusInfos	Iops	region_code
tpis-prod	db.r5.xlarge	postgres	available	gds_admin	tpis_prod	500	2022-04-07 09:29:48.228000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-debug', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	['tpis-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-V4VHABNP7TO3AGRFFPHRSLPIEM	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-V4VHABNP7TO3AGRFFPHRSLPIEM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:tpis-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/spaceman@groupon.com'}, {'Key': 'TenantTeam', 'Value': 'tpis-third-party-inventory-service'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'spaceman@groupon.com'}, {'Key': 'environment', 'Value': 'tpis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32491'}]	False	region	tpis-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:35:03+00:00	us-west-1c	1000.0	stopped	nan	nan	nan	usw1
tpis-prod-1	db.r5.xlarge	postgres	available	gds_admin	tpis_prod	500	2022-04-07 09:50:36.815000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-debug', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-NSMLI6RHM4QQCK2AQG4ESMUP54	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-NSMLI6RHM4QQCK2AQG4ESMUP54	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:tpis-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/spaceman@groupon.com'}, {'Key': 'TenantTeam', 'Value': 'tpis-third-party-inventory-service'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'spaceman@groupon.com'}, {'Key': 'environment', 'Value': 'tpis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32491'}]	False	region	tpis-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1a	1000.0	stopped	tpis-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
travel-search-prod-0	db.r6g.xlarge	aurora-mysql	available	gds_admin	travel_search_prod_db	1	2021-04-27 00:49:30.061000+00:00	09:22-09:52	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	thu:12:21-thu:12:51	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	travel-search-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-WNSKUUYAF5MNODCA43ONGS7GYQ	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-WNSKUUYAF5MNODCA43ONGS7GYQ	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:travel-search-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/Getaways_Engineering'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'Getaways_Engineering'}, {'Key': 'environment', 'Value': 'travel-search-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29279'}]	False	region	travel-search-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
travel-search-prod-1	db.r6g.xlarge	aurora-mysql	available	gds_admin	travel_search_prod_db	1	2021-04-27 00:58:29.878000+00:00	09:22-09:52	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:12:12-mon:12:42	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	travel-search-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-HGYFL4NZKZEZF2SHJ554VFC6JQ	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HGYFL4NZKZEZF2SHJ554VFC6JQ	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:travel-search-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/Getaways_Engineering'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'Getaways_Engineering'}, {'Key': 'environment', 'Value': 'travel-search-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29279'}]	False	region	travel-search-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
tronicon-cms-prod-0	db.r6g.xlarge	aurora-mysql	available	gds_admin	ranger_prod	1	2021-04-30 06:22:02.787000+00:00	13:23-13:53	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	sun:08:52-sun:09:22	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	tronicon-cms-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-FMYLJHD5MUIFOUIWRPOEQ6DSPU	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-FMYLJHD5MUIFOUIWRPOEQ6DSPU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:tronicon-cms-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/tronicon'}, {'Key': 'TenantTeam', 'Value': 'tronicon-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'tronicon'}, {'Key': 'environment', 'Value': 'tronicon-cms-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29360'}]	False	region	tronicon-cms-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
tronicon-cms-prod-1	db.r6g.xlarge	aurora-mysql	available	gds_admin	ranger_prod	1	2021-04-30 06:12:46.144000+00:00	13:23-13:53	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	thu:08:59-thu:09:29	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	tronicon-cms-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-UJ5JZ7PWDDZT536UTP6NOJK5V4	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-UJ5JZ7PWDDZT536UTP6NOJK5V4	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:tronicon-cms-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/tronicon'}, {'Key': 'TenantTeam', 'Value': 'tronicon-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'tronicon'}, {'Key': 'environment', 'Value': 'tronicon-cms-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29360'}]	False	region	tronicon-cms-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
ugc-prod	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	2000	2021-12-10 09:59:32.928000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	['ugc-prod-2', 'ugc-prod-3', 'ugc-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-327JI4ENWDIGZ5WC4NKN3FTE4A	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-327JI4ENWDIGZ5WC4NKN3FTE4A	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ugc-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30482'}]	False	region	ugc-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:28:54+00:00	us-west-1a	3000.0	stopped	nan	nan	nan	usw1
ugc-prod-1	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	2000	2021-12-10 10:27:28.141000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-X3JUV5S57VHNFYQGCCO6VFKAMY	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-X3JUV5S57VHNFYQGCCO6VFKAMY	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ugc-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30482'}]	False	region	ugc-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1c	3000.0	stopped	ugc-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
ugc-prod-2	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	2000	2022-01-20 03:58:33.616000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-HIXZT46FOS5LDQYMD4NSFGKNQQ	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HIXZT46FOS5LDQYMD4NSFGKNQQ	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ugc-prod-2	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30482'}]	False	region	ugc-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1c	3000.0	stopped	ugc-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
ugc-prod-3	db.r5.4xlarge	postgres	available	gds_admin	marketplace_ugc_prod	2000	2022-01-20 03:58:34.902000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-VBOE4VZF7TYG7HRR27ND5QM5MI	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-VBOE4VZF7TYG7HRR27ND5QM5MI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ugc-prod-3	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc-async'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc-async'}, {'Key': 'environment', 'Value': 'ugc-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-30482'}]	False	region	ugc-prod-3.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1a	3000.0	stopped	ugc-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
ultron-prod-0	db.r6g.xlarge	aurora-mysql	available	gds_admin	ultron_prod	1	2022-02-10 15:14:27.844000+00:00	06:35-07:05	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	sun:11:01-sun:11:31	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	ultron-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-MS5GY5QS5PXHJWC2INU6QU2FCM	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-MS5GY5QS5PXHJWC2INU6QU2FCM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:ultron-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ultronui'}, {'Key': 'TenantTeam', 'Value': 'dnd-tools@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ultronui'}, {'Key': 'environment', 'Value': 'ultron-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-33038'}]	False	region	ultron-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
ultron-prod-1	db.r6g.xlarge	aurora-mysql	available	gds_admin	ultron_prod	1	2022-02-10 15:05:37.438000+00:00	06:35-07:05	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	thu:06:36-thu:07:06	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	ultron-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-D2KLPIQIM2BUJH5BX3T6ZGXDUE	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-D2KLPIQIM2BUJH5BX3T6ZGXDUE	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:ultron-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ultronui'}, {'Key': 'TenantTeam', 'Value': 'dnd-tools@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ultronui'}, {'Key': 'environment', 'Value': 'ultron-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-33038'}]	False	region	ultron-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
